# Lammps sturcture data file
# ntot =         4080
        4080   atoms
           8 atom types

          0.00000000         97.44400000   xlo xhi
          0.00000000         96.84000000   ylo yhi
          0.00000000        110.00000000   zlo zhi

Atoms

         356           4         10.33100001         46.29900001         56.21100001
         357           5          6.03200001         47.10600001         55.30000001
         358           6          7.46500001         47.91300001         56.21100001
         359           7          8.89800001         47.10600001         55.30000001
         360           8         10.33100001         47.91300001         56.21100001
         361           1          6.03200001         48.72000001         55.30000001
         362           2          7.46500001         49.52700001         56.21100001
         363           3          8.89800001         48.72000001         55.30000001
         364           4         10.33100001         49.52700001         56.21100001
         365           5          6.03200001         50.33400001         55.30000001
         366           6          7.46500001         51.14100001         56.21100001
         367           7          8.89800001         50.33400001         55.30000001
         368           8         10.33100001         51.14100001         56.21100001
         369           1          6.03200001         51.94800001         55.30000001
         370           2          7.46500001         52.75500001         56.21100001
         371           3          8.89800001         51.94800001         55.30000001
         372           4         10.33100001         52.75500001         56.21100001
         373           5          6.03200001         53.56200001         55.30000001
         374           6          7.46500001         54.36900001         56.21100001
         375           7          8.89800001         53.56200001         55.30000001
         376           8         10.33100001         54.36900001         56.21100001
         377           1          6.03200001         55.17600001         55.30000001
         378           2          7.46500001         55.98300001         56.21100001
         379           3          8.89800001         55.17600001         55.30000001
         380           4         10.33100001         55.98300001         56.21100001
         381           5          6.03200001         56.79000001         55.30000001
         382           6          7.46500001         57.59700001         56.21100001
         383           7          8.89800001         56.79000001         55.30000001
         384           8         10.33100001         57.59700001         56.21100001
         385           1          6.03200001         58.40400001         55.30000001
         386           2          7.46500001         59.21100001         56.21100001
         387           3          8.89800001         58.40400001         55.30000001
         388           4         10.33100001         59.21100001         56.21100001
         389           5          6.03200001         60.01800001         55.30000001
         390           6          7.46500001         60.82500001         56.21100001
         391           7          8.89800001         60.01800001         55.30000001
         392           8         10.33100001         60.82500001         56.21100001
         393           1          6.03200001         61.63200001         55.30000001
         394           2          7.46500001         62.43900001         56.21100001
         395           3          8.89800001         61.63200001         55.30000001
         396           4         10.33100001         62.43900001         56.21100001
         397           5          6.03200001         63.24600001         55.30000001
         398           6          7.46500001         64.05300001         56.21100001
         399           7          8.89800001         63.24600001         55.30000001
         400           8         10.33100001         64.05300001         56.21100001
         401           1          6.03200001         64.86000001         55.30000001
         402           2          7.46500001         65.66700001         56.21100001
         403           3          8.89800001         64.86000001         55.30000001
         404           4         10.33100001         65.66700001         56.21100001
         405           5          6.03200001         66.47400001         55.30000001
         406           6          7.46500001         67.28100001         56.21100001
         407           7          8.89800001         66.47400001         55.30000001
         408           8         10.33100001         67.28100001         56.21100001
         409           1          6.03200001         68.08800001         55.30000001
         410           2          7.46500001         68.89500001         56.21100001
         411           3          8.89800001         68.08800001         55.30000001
         412           4         10.33100001         68.89500001         56.21100001
         413           5          6.03200001         69.70200001         55.30000001
         414           6          7.46500001         70.50900001         56.21100001
         415           7          8.89800001         69.70200001         55.30000001
         416           8         10.33100001         70.50900001         56.21100001
         417           1          6.03200001         71.31600001         55.30000001
         418           2          7.46500001         72.12300001         56.21100001
         419           3          8.89800001         71.31600001         55.30000001
         420           4         10.33100001         72.12300001         56.21100001
         421           5          6.03200001         72.93000001         55.30000001
         422           6          7.46500001         73.73700001         56.21100001
         423           7          8.89800001         72.93000001         55.30000001
         424           8         10.33100001         73.73700001         56.21100001
         425           1          6.03200001         74.54400001         55.30000001
         426           2          7.46500001         75.35100001         56.21100001
         427           3          8.89800001         74.54400001         55.30000001
         428           4         10.33100001         75.35100001         56.21100001
         429           5          6.03200001         76.15800001         55.30000001
         430           6          7.46500001         76.96500001         56.21100001
         431           7          8.89800001         76.15800001         55.30000001
         432           8         10.33100001         76.96500001         56.21100001
         433           1          6.03200001         77.77200001         55.30000001
         434           2          7.46500001         78.57900001         56.21100001
         435           3          8.89800001         77.77200001         55.30000001
         436           4         10.33100001         78.57900001         56.21100001
         437           5          6.03200001         79.38600001         55.30000001
         438           6          7.46500001         80.19300001         56.21100001
         439           7          8.89800001         79.38600001         55.30000001
         440           8         10.33100001         80.19300001         56.21100001
         441           1          6.03200001         81.00000001         55.30000001
         442           2          7.46500001         81.80700001         56.21100001
         443           3          8.89800001         81.00000001         55.30000001
         444           4         10.33100001         81.80700001         56.21100001
         445           5          6.03200001         82.61400001         55.30000001
         446           6          7.46500001         83.42100001         56.21100001
         447           7          8.89800001         82.61400001         55.30000001
         448           8         10.33100001         83.42100001         56.21100001
         449           1          6.03200001         84.22800001         55.30000001
         450           2          7.46500001         85.03500001         56.21100001
         451           3          8.89800001         84.22800001         55.30000001
         452           4         10.33100001         85.03500001         56.21100001
         453           5          6.03200001         85.84200001         55.30000001
         454           6          7.46500001         86.64900001         56.21100001
         455           7          8.89800001         85.84200001         55.30000001
         456           8         10.33100001         86.64900001         56.21100001
         457           1          6.03200001         87.45600001         55.30000001
         458           2          7.46500001         88.26300001         56.21100001
         459           3          8.89800001         87.45600001         55.30000001
         460           4         10.33100001         88.26300001         56.21100001
         461           5          6.03200001         89.07000001         55.30000001
         462           6          7.46500001         89.87700001         56.21100001
         463           7          8.89800001         89.07000001         55.30000001
         464           8         10.33100001         89.87700001         56.21100001
         465           1          6.03200001         90.68400001         55.30000001
         466           2          7.46500001         91.49100001         56.21100001
         467           3          8.89800001         90.68400001         55.30000001
         468           4         10.33100001         91.49100001         56.21100001
         469           5          6.03200001         92.29800001         55.30000001
         470           6          7.46500001         93.10500001         56.21100001
         471           7          8.89800001         92.29800001         55.30000001
         472           8         10.33100001         93.10500001         56.21100001
         473           1          6.03200001         93.91200001         55.30000001
         474           2          7.46500001         94.71900001         56.21100001
         475           3          8.89800001         93.91200001         55.30000001
         476           4         10.33100001         94.71900001         56.21100001
         477           5          6.03200001         95.52600001         55.30000001
         478           6          7.46500001         96.33300001         56.21100001
         479           7          8.89800001         95.52600001         55.30000001
         480           8         10.33100001         96.33300001         56.21100001
         481           1         11.76400001          0.30000001         55.30000001
         482           2         13.19700001          1.10700001         56.21100001
         483           3         14.63000001          0.30000001         55.30000001
         484           4         16.06300001          1.10700001         56.21100001
         485           5         11.76400001          1.91400001         55.30000001
         486           6         13.19700001          2.72100001         56.21100001
         487           7         14.63000001          1.91400001         55.30000001
         488           8         16.06300001          2.72100001         56.21100001
         489           1         11.76400001          3.52800001         55.30000001
         490           2         13.19700001          4.33500001         56.21100001
         491           3         14.63000001          3.52800001         55.30000001
         492           4         16.06300001          4.33500001         56.21100001
         493           5         11.76400001          5.14200001         55.30000001
         494           6         13.19700001          5.94900001         56.21100001
         495           7         14.63000001          5.14200001         55.30000001
         496           8         16.06300001          5.94900001         56.21100001
         497           1         11.76400001          6.75600001         55.30000001
         498           2         13.19700001          7.56300001         56.21100001
         499           3         14.63000001          6.75600001         55.30000001
         500           4         16.06300001          7.56300001         56.21100001
         501           5         11.76400001          8.37000001         55.30000001
         502           6         13.19700001          9.17700001         56.21100001
         503           7         14.63000001          8.37000001         55.30000001
         504           8         16.06300001          9.17700001         56.21100001
         505           1         11.76400001          9.98400001         55.30000001
         506           2         13.19700001         10.79100001         56.21100001
         507           3         14.63000001          9.98400001         55.30000001
         508           4         16.06300001         10.79100001         56.21100001
         509           5         11.76400001         11.59800001         55.30000001
         510           6         13.19700001         12.40500001         56.21100001
         511           7         14.63000001         11.59800001         55.30000001
         512           8         16.06300001         12.40500001         56.21100001
         513           1         11.76400001         13.21200001         55.30000001
         514           2         13.19700001         14.01900001         56.21100001
         515           3         14.63000001         13.21200001         55.30000001
         516           4         16.06300001         14.01900001         56.21100001
         517           5         11.76400001         14.82600001         55.30000001
         518           6         13.19700001         15.63300001         56.21100001
         519           7         14.63000001         14.82600001         55.30000001
         520           8         16.06300001         15.63300001         56.21100001
         521           1         11.76400001         16.44000001         55.30000001
         522           2         13.19700001         17.24700001         56.21100001
         523           3         14.63000001         16.44000001         55.30000001
         524           4         16.06300001         17.24700001         56.21100001
         525           5         11.76400001         18.05400001         55.30000001
         526           6         13.19700001         18.86100001         56.21100001
         527           7         14.63000001         18.05400001         55.30000001
         528           8         16.06300001         18.86100001         56.21100001
         529           1         11.76400001         19.66800001         55.30000001
         530           2         13.19700001         20.47500001         56.21100001
